# Tue Jan 26 12:44:42 2016
1.000000000000000000e+00	2.500000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	2.500000000000000000e+00	-5.000000000000000000e-01
1.000000000000000000e+00	2.500000000000000000e+00	-1.000000000000000000e+00
1.000000000000000000e+00	2.500000000000000000e+00	-1.402870384271875048e+00
1.016713782719061099e+00	2.401406645927730121e+00	-1.402870384271875048e+00
1.033427565438122198e+00	2.302813291855460243e+00	-1.402870384271875048e+00
1.050141348157183296e+00	2.204219937783190364e+00	-1.402870384271875048e+00
1.066855130876244395e+00	2.105626583710920485e+00	-1.402870384271875048e+00
1.083568913595305494e+00	2.007033229638650607e+00	-1.402870384271875048e+00
1.100281024936094809e+00	1.908449734901787487e+00	-1.402870384271875048e+00
1.100281024936094809e+00	1.908449734901787487e+00	-9.028703842718750483e-01
1.100281024936094809e+00	1.908449734901786599e+00	-7.233835671004973378e-01
1.100281024936094809e+00	1.908449734901786599e+00	-1.223383567100497338e+00
1.100281024936094809e+00	1.908449734901786599e+00	-1.723383567100497338e+00
1.100281024936094809e+00	1.908449734901786599e+00	-1.828948835318141342e+00
1.074751553243768587e+00	1.811763406627771023e+00	-1.828948835318141342e+00
1.049222081551442365e+00	1.715077078353755446e+00	-1.828948835318141342e+00
1.023692609859116143e+00	1.618390750079739870e+00	-1.828948835318141342e+00
9.981631381667899205e-01	1.521704421805724294e+00	-1.828948835318141342e+00
9.726336664744636984e-01	1.425018093531708718e+00	-1.828948835318141342e+00
9.669001361760921620e-01	1.403303817604722115e+00	-1.828948835318141342e+00
9.669001361760918289e-01	1.403303817604721893e+00	-1.395266414707074354e+00
9.669001361760918289e-01	1.403303817604721893e+00	-1.409892866826066404e+00
9.829211423563558592e-01	1.304595523318112127e+00	-1.409892866826066404e+00
9.989421485366198894e-01	1.205887229031502361e+00	-1.409892866826066404e+00
1.014963154716884031e+00	1.107178934744892596e+00	-1.409892866826066404e+00
1.030984160897148172e+00	1.008470640458282830e+00	-1.409892866826066404e+00
1.047005167077412313e+00	9.097623461716731752e-01	-1.409892866826066404e+00
1.061838440186592791e+00	8.183718884925348380e-01	-1.409892866826066404e+00
1.061838440186592791e+00	8.183718884925348380e-01	-9.098928668260664043e-01
1.061838440186592791e+00	8.183718884925348380e-01	-4.098928668260664043e-01
1.061838440186592791e+00	8.183718884925348380e-01	9.010713317393359567e-02
1.061838440186592791e+00	8.183718884925348380e-01	5.901071331739335957e-01
1.061838440186592791e+00	8.183718884925348380e-01	1.090107133173933596e+00
1.061838440186592791e+00	8.183718884925348380e-01	1.590107133173933596e+00
1.061838440186592569e+00	8.183718884925351711e-01	1.624541914461643088e+00
1.061838440186592569e+00	8.183718884925351711e-01	1.124541914461643088e+00
1.061838440186592569e+00	8.183718884925351711e-01	6.245419144616430884e-01
1.061838440186592569e+00	8.183718884925351711e-01	1.245419144616430884e-01
1.061838440186592569e+00	8.183718884925351711e-01	1.101819768605150074e-01
1.161232050625447876e+00	8.293678060954038367e-01	1.101819768605150074e-01
1.260625661064303182e+00	8.403637236982725023e-01	1.101819768605150074e-01
1.360019271503158489e+00	8.513596413011411679e-01	1.101819768605150074e-01
1.459412881942013795e+00	8.623555589040098335e-01	1.101819768605150074e-01
1.556612954817063299e+00	8.731088053914626279e-01	1.101819768605150074e-01
1.556612954817063299e+00	8.731088053914626279e-01	-3.898180231394849926e-01
1.556612954817063299e+00	8.731088053914626279e-01	-8.898180231394849926e-01
